Site,Date,Depth(cm),Sample#,H2O_by_wet(%),H2O_by_dry(%)
LUTZ *,3/30/1972,30-40,9,31.8,46.5
LUTZ *,3/30/1972,30-40,10,28.6,40
LUTZ *,4/14/1972,0-10,1,58.9,143
LUTZ *,4/14/1972,0-10,2,37.7,60.4
LUTZ *,4/14/1972,0-10,3,41.5,70.9
LUTZ *,4/14/1972,0-10,4,41.7,71.6
LUTZ *,4/14/1972,0-10,5,33.5,50.5
LUTZ *,4/14/1972,0-10,6,32.6,48.4
LUTZ *,4/14/1972,0-10,7,33.1,49.5
LUTZ *,4/14/1972,0-10,8,33.3,50
LUTZ *,4/14/1972,0-10,9,3.9,4.1
LUTZ *,4/14/1972,0-10,10,31.5,45.9
LUTZ *,4/14/1972,0-5,1,44.3,79.6
LUTZ *,4/14/1972,0-5,2,42.5,74
LUTZ *,4/14/1972,0-5,3,41.7,71.4
LUTZ *,4/14/1972,0-5,4,35.2,54.2
LUTZ *,4/14/1972,0-5,5,32,47.1
LUTZ *,4/14/1972,0-5,6,36.5,57.4
LUTZ *,4/14/1972,0-5,7,35.6,55.4
LUTZ *,4/14/1972,0-5,8,36.6,57.8
LUTZ *,4/14/1972,0-5,9,33.3,50
LUTZ *,4/14/1972,0-5,10,41.9,72.2
LUTZ *,4/14/1972,30-40,1,27.2,37.3
LUTZ *,4/14/1972,30-40,2,43.8,78.1
LUTZ *,4/14/1972,30-40,3,37.4,59.8
LUTZ *,4/14/1972,30-40,4,41.4,70.5
LUTZ *,4/14/1972,30-40,5,30.5,43.8
LUTZ *,4/14/1972,30-40,6,32.2,47.4
LUTZ *,4/14/1972,30-40,7,29.9,42.7
LUTZ *,4/14/1972,30-40,8,30.9,44.8
LUTZ *,4/14/1972,30-40,9,34.8,53.4
LUTZ *,4/14/1972,30-40,10,28.3,39.4
LUTZ *,4/28/1972,0-10,1,38.7,63.2
LUTZ *,4/28/1972,0-10,2,39.1,64.2
LUTZ *,4/28/1972,0-10,3,43.3,76.5
LUTZ *,4/28/1972,0-10,4,44.3,79.4
LUTZ *,4/28/1972,0-10,5,36,56.3
LUTZ *,4/28/1972,0-10,6,41.1,69.8
LUTZ *,4/28/1972,0-10,7,39,63.9
LUTZ *,4/28/1972,0-10,8,35,53.8
LUTZ *,4/28/1972,0-10,9,32.1,47.3
LUTZ *,4/28/1972,0-10,10,32.2,47.5
LUTZ *,4/28/1972,0-5,1,42.2,73
LUTZ *,4/28/1972,0-5,2,43.8,77.8
LUTZ *,4/28/1972,0-5,3,46.3,86.1
LUTZ *,4/28/1972,0-5,4,50,100
LUTZ *,4/28/1972,0-5,5,37.8,60.8
LUTZ *,4/28/1972,0-5,6,49.5,98
LUTZ *,4/28/1972,0-5,7,44.5,80.3
LUTZ *,4/28/1972,0-5,8,41.1,69.7
LUTZ *,4/28/1972,0-5,9,38.8,63.5
LUTZ *,4/28/1972,0-5,10,46.3,86.2
LUTZ *,4/28/1972,30-40,1,26.4,35.8
LUTZ *,4/28/1972,30-40,2,37.1,59.1
LUTZ *,4/28/1972,30-40,3,37.5,60
LUTZ *,4/28/1972,30-40,4,42.7,74.4
LUTZ *,4/28/1972,30-40,5,35,53.8
LUTZ *,4/28/1972,30-40,6,33.3,50
LUTZ *,4/28/1972,30-40,7,18.1,22.1
LUTZ *,4/28/1972,30-40,8,35.8,55.8
LUTZ *,4/28/1972,30-40,9,34.1,51.7
LUTZ *,4/28/1972,30-40,10,32.2,47.5
LUTZ *,5/12/1972,0-10,1,34,51.4
LUTZ *,5/12/1972,0-10,2,45.4,83.2
LUTZ *,5/12/1972,0-10,3,45,82
LUTZ *,5/12/1972,0-10,4,46.2,85.8
LUTZ *,5/12/1972,0-10,5,37.3,59.4
LUTZ *,5/12/1972,0-10,6,31.5,45.9
LUTZ *,5/12/1972,0-10,7,38,61.4
LUTZ *,5/12/1972,0-10,8,36.3,57
LUTZ *,5/12/1972,0-10,9,39.8,66.2
LUTZ *,5/12/1972,0-10,10,32.8,48.9
LUTZ *,5/12/1972,0-5,1,45.2,82.5
LUTZ *,5/12/1972,0-5,2,49.2,96.8
LUTZ *,5/12/1972,0-5,3,46.5,87
LUTZ *,5/12/1972,0-5,4,43.9,78.4
LUTZ *,5/12/1972,0-5,5,47.8,91.7
LUTZ *,5/12/1972,0-5,6,46.5,86.9
LUTZ *,5/12/1972,0-5,7,52,108.2
LUTZ *,5/12/1972,0-5,8,34,51.6
LUTZ *,5/12/1972,0-5,9,40.9,69.2
LUTZ *,5/12/1972,0-5,10,44,78.6
LUTZ *,5/12/1972,30-40,1,31.8,46.6
LUTZ *,5/12/1972,30-40,2,44.4,80
LUTZ *,5/12/1972,30-40,3,38.3,62.1
LUTZ *,5/12/1972,30-40,4,35.8,55.8
LUTZ *,5/12/1972,30-40,5,11.8,13.4
LUTZ *,5/12/1972,30-40,6,42,72.5
LUTZ *,5/12/1972,30-40,7,38,61.2
LUTZ *,5/12/1972,30-40,8,26.9,36.9
LUTZ *,5/12/1972,30-40,9,36.1,56.5
LUTZ *,5/12/1972,30-40,10,33.7,50.8
LUTZ *,5/26/1972,0-10,1,42.1,72.6
LUTZ *,5/26/1972,0-10,2,48.4,93.7
LUTZ *,5/26/1972,0-10,3,42.5,73.8
LUTZ *,5/26/1972,0-10,4,32.4,47.9
LUTZ *,5/26/1972,0-10,5,33.5,50.4
LUTZ *,5/26/1972,0-10,6,38,61.4
LUTZ *,5/26/1972,0-10,7,35.2,54.2
LUTZ *,5/26/1972,0-10,8,36,56.3
LUTZ *,5/26/1972,0-10,9,39.1,64.1
LUTZ *,5/26/1972,0-10,10,34.9,53.5
LUTZ *,5/26/1972,0-5,1,47.1,89.1
LUTZ *,5/26/1972,0-5,2,46.7,87.5
LUTZ *,5/26/1972,0-5,3,45.7,84.2
LUTZ *,5/26/1972,0-5,4,41.5,71
LUTZ *,5/26/1972,0-5,5,38.1,61.5
LUTZ *,5/26/1972,0-5,6,42.5,74
LUTZ *,5/26/1972,0-5,7,37.1,59.1
LUTZ *,5/26/1972,0-5,8,52.8,112
LUTZ *,5/26/1972,0-5,9,39.4,65
LUTZ *,5/26/1972,0-5,10,41.4,70.7
LUTZ *,5/26/1972,30-40,1,43.8,78.1
LUTZ *,5/26/1972,30-40,2,46.7,87.6
LUTZ *,5/26/1972,30-40,3,35.6,55.3
LUTZ *,5/26/1972,30-40,4,39.8,66.1
LUTZ *,5/26/1972,30-40,5,32.5,48.3
LUTZ *,5/26/1972,30-40,6,40.7,68.8
LUTZ *,5/26/1972,30-40,7,31.3,45.5
LUTZ *,5/26/1972,30-40,8,37.9,61.2
LUTZ *,5/26/1972,30-40,9,37.9,61
LUTZ *,5/26/1972,30-40,10,35.3,54.6
LUTZ *,6/9/1972,0-10,1,40.7,68.5
LUTZ *,6/9/1972,0-10,2,43.3,76.4
LUTZ *,6/9/1972,0-10,3,44.2,79.2
LUTZ *,6/9/1972,0-10,4,40.3,67.6
LUTZ *,6/9/1972,0-10,5,37.2,59.2
LUTZ *,6/9/1972,0-10,6,42,72.5
LUTZ *,6/9/1972,0-10,7,39.8,66.2
LUTZ *,6/9/1972,0-10,8,37.3,59.6
LUTZ *,6/9/1972,0-10,9,35.5,55
LUTZ *,6/9/1972,0-10,10,35.5,55
LUTZ *,6/9/1972,0-5,1,48.6,94.4
LUTZ *,6/9/1972,0-5,2,52.8,111.8
LUTZ *,6/9/1972,0-5,3,61.5,159.5
LUTZ *,6/9/1972,0-5,4,50,100
LUTZ *,6/9/1972,0-5,5,51,103.9
LUTZ *,6/9/1972,0-5,6,53.2,113.6
LUTZ *,6/9/1972,0-5,7,58.3,140
LUTZ *,6/9/1972,0-5,8,52.4,110.2
LUTZ *,6/9/1972,0-5,9,49.5,98.1
LUTZ *,6/9/1972,0-5,10,44.1,78.9
LUTZ *,6/9/1972,30-40,1,36.9,58.4
LUTZ *,6/9/1972,30-40,2,45,81.7
LUTZ *,6/9/1972,30-40,3,46.5,87
LUTZ *,6/9/1972,30-40,4,43.7,77.6
LUTZ *,6/9/1972,30-40,5,70.3,236.6
LUTZ *,6/9/1972,30-40,6,36.1,56.6
LUTZ *,6/9/1972,30-40,7,37.9,61
LUTZ *,6/9/1972,30-40,8,36.5,57.5
LUTZ *,6/9/1972,30-40,9,36.4,57.4
LUTZ *,6/9/1972,30-40,10,36.8,58.3
LUTZ *,6/23/1972,0-10,1,37.9,61.1
LUTZ *,6/23/1972,0-10,2,49,96.2
LUTZ *,6/23/1972,0-10,3,42.4,73.7
LUTZ *,6/23/1972,0-10,4,43,75.6
LUTZ *,6/23/1972,0-10,5,35,53.8
LUTZ *,6/23/1972,0-10,6,41.9,72.2
LUTZ *,6/23/1972,0-10,7,35.1,54.1
LUTZ *,6/23/1972,0-10,8,38.6,62.9
LUTZ *,6/23/1972,0-10,9,36.8,58.3
LUTZ *,6/23/1972,0-10,10,33.9,51.3
LUTZ *,6/23/1972,0-5,1,58.2,139.1
LUTZ *,6/23/1972,0-5,2,55,122.2
LUTZ *,6/23/1972,0-5,3,46.5,87
LUTZ *,6/23/1972,0-5,4,54.1,117.8
LUTZ *,6/23/1972,0-5,5,42.1,72.7
LUTZ *,6/23/1972,0-5,6,51.1,104.7
LUTZ *,6/23/1972,0-5,7,48.3,93.2
LUTZ *,6/23/1972,0-5,8,46.3,86.3
LUTZ *,6/23/1972,0-5,9,48.1,92.6
LUTZ *,6/23/1972,0-5,10,52.2,109.1
LUTZ *,6/23/1972,30-40,1,36.2,56.7
LUTZ *,6/23/1972,30-40,2,44.4,79.8
LUTZ *,6/23/1972,30-40,3,45.6,83.9
LUTZ *,6/23/1972,30-40,4,46.8,87.9
LUTZ *,6/23/1972,30-40,5,34.3,52.1
LUTZ *,6/23/1972,30-40,6,42.6,74.1
LUTZ *,6/23/1972,30-40,7,19.9,24.8
LUTZ *,6/23/1972,30-40,8,37.9,61
LUTZ *,6/23/1972,30-40,9,40.1,67
LUTZ *,6/23/1972,30-40,10,36,56.2
LUTZ *,7/7/1972,0-10,1,34.7,53.1
LUTZ *,7/7/1972,0-10,2,45.1,82.3
LUTZ *,7/7/1972,0-10,3,41.7,71.4
LUTZ *,7/7/1972,0-10,4,32,47.1
LUTZ *,7/7/1972,0-10,5,38,61.2
LUTZ *,7/7/1972,0-10,6,43.9,78.3
LUTZ *,7/7/1972,0-10,7,40.4,67.9
LUTZ *,7/7/1972,0-10,8,37.5,60
LUTZ *,7/7/1972,0-10,9,36.3,56.9
LUTZ *,7/7/1972,0-10,10,32.3,47.7
LUTZ *,7/7/1972,0-5,1,59.3,145.9
LUTZ *,7/7/1972,0-5,2,54.2,118.2
LUTZ *,7/7/1972,0-5,3,53.7,116.1
LUTZ *,7/7/1972,0-5,4,47.4,90
LUTZ *,7/7/1972,0-5,5,53.1,113.2
LUTZ *,7/7/1972,0-5,6,54.3,119
LUTZ *,7/7/1972,0-5,7,48.8,95.2
LUTZ *,7/7/1972,0-5,8,47.3,89.8
LUTZ *,7/7/1972,0-5,9,45.3,82.8
LUTZ *,7/7/1972,0-5,10,47.1,88.9
LUTZ *,7/7/1972,30-40,1,34.6,53
LUTZ *,7/7/1972,30-40,2,46.7,87.6
LUTZ *,7/7/1972,30-40,3,44.5,80.2
LUTZ *,7/7/1972,30-40,4,31.1,45
LUTZ *,7/7/1972,30-40,5,38.2,61.7
LUTZ *,7/7/1972,30-40,6,40.5,68.1
LUTZ *,7/7/1972,30-40,7,40,66.7
LUTZ *,7/7/1972,30-40,8,37,58.7
LUTZ *,7/7/1972,30-40,9,35.9,56
LUTZ *,7/7/1972,30-40,10,36.3,57.1
LUTZ *,7/21/1972,0-10,1,32.7,48.6
LUTZ *,7/21/1972,0-10,2,43.4,76.8
LUTZ *,7/21/1972,0-10,3,46.2,85.7
LUTZ *,7/21/1972,0-10,4,40.2,67.2
LUTZ *,7/21/1972,0-10,5,38.7,63.2
LUTZ *,7/21/1972,0-10,6,40.9,69.2
LUTZ *,7/21/1972,0-10,7,38.1,61.5
LUTZ *,7/21/1972,0-10,8,39.5,65.3
LUTZ *,7/21/1972,0-10,9,38.2,61.7
LUTZ *,7/21/1972,0-10,10,37.8,60.9
LUTZ *,7/21/1972,0-5,1,57.4,134.7
LUTZ *,7/21/1972,0-5,2,53.4,114.8
LUTZ *,7/21/1972,0-5,3,59,143.7
LUTZ *,7/21/1972,0-5,4,43.5,76.9
LUTZ *,7/21/1972,0-5,5,51.9,108
LUTZ *,7/21/1972,0-5,6,52.8,111.9
LUTZ *,7/21/1972,0-5,7,49,95.9
LUTZ *,7/21/1972,0-5,8,52.7,111.3
LUTZ *,7/21/1972,0-5,9,45.8,84.6
LUTZ *,7/21/1972,0-5,10,51.9,108.1
LUTZ *,7/21/1972,30-40,1,33.8,51
LUTZ *,7/21/1972,30-40,2,48.9,95.9
LUTZ *,7/21/1972,30-40,3,44.1,78.8
LUTZ *,7/21/1972,30-40,4,46.2,85.7
LUTZ *,7/21/1972,30-40,5,28.6,40.1
LUTZ *,7/21/1972,30-40,6,38.7,63.2
LUTZ *,7/21/1972,30-40,7,35.1,54
LUTZ *,7/21/1972,30-40,8,38,61.2
LUTZ *,7/21/1972,30-40,9,41,69.5
LUTZ *,7/21/1972,30-40,10,33.9,51.3
LUTZ *,8/4/1972,0-10,1,38.2,61.8
LUTZ *,8/4/1972,0-10,2,43.5,77
LUTZ *,8/4/1972,0-10,3,40.3,67.5
LUTZ *,8/4/1972,0-10,4,41.7,71.6
LUTZ *,8/4/1972,0-10,5,37.8,60.7
LUTZ *,8/4/1972,0-10,6,10.2,11.3
LUTZ *,8/4/1972,0-10,7,35.2,54.2
LUTZ *,8/4/1972,0-10,8,37.6,60.2
LUTZ *,8/4/1972,0-10,9,37.7,60.5
LUTZ *,8/4/1972,0-10,10,34.2,52.1
LUTZ *,8/4/1972,0-5,1,49.3,97.2
LUTZ *,8/4/1972,0-5,2,40,66.7
LUTZ *,8/4/1972,0-5,3,40.2,67.3
LUTZ *,8/4/1972,0-5,4,36,56.2
LUTZ *,8/4/1972,0-5,5,41.7,71.4
LUTZ *,8/4/1972,0-5,6,64.9,184.7
LUTZ *,8/4/1972,0-5,7,41.4,70.8
LUTZ *,8/4/1972,0-5,8,38.2,61.8
LUTZ *,8/4/1972,0-5,9,40.1,67.1
LUTZ *,8/4/1972,0-5,10,40.2,67.2
LUTZ *,8/4/1972,30-40,1,31.5,46
LUTZ *,8/4/1972,30-40,2,47.3,89.8
LUTZ *,8/4/1972,30-40,3,46.4,86.5
LUTZ *,8/4/1972,30-40,4,39.2,64.6
LUTZ *,8/4/1972,30-40,5,31.8,46.6
LUTZ *,8/4/1972,30-40,6,37.1,58.9
LUTZ *,8/4/1972,30-40,7,33.3,50
LUTZ *,8/4/1972,30-40,8,36.6,57.7
LUTZ *,8/4/1972,30-40,9,37.1,58.9
LUTZ *,8/4/1972,30-40,10,35.4,54.8
LUTZ *,8/18/1972,0-10,1,38.9,63.7
LUTZ *,8/18/1972,0-10,2,44.7,80.9
LUTZ *,8/18/1972,0-10,3,35.7,55.6
LUTZ *,8/18/1972,0-10,4,39.5,65.3
LUTZ *,8/18/1972,0-10,5,44.5,80.2
LUTZ *,8/18/1972,0-10,6,40.4,67.7
LUTZ *,8/18/1972,0-10,7,34.2,51.9
LUTZ *,8/18/1972,0-10,8,40.7,68.5
LUTZ *,8/18/1972,0-10,9,35.7,55.6
LUTZ *,8/18/1972,0-10,10,34,51.5
LUTZ *,8/18/1972,0-5,1,47.8,91.5
LUTZ *,8/18/1972,0-5,2,47.7,91.2
LUTZ *,8/18/1972,0-5,3,45.2,82.6
LUTZ *,8/18/1972,0-5,4,44,78.5
LUTZ *,8/18/1972,0-5,5,47.7,91.2
LUTZ *,8/18/1972,0-5,6,48.4,94
LUTZ *,8/18/1972,0-5,7,48.6,94.7
LUTZ *,8/18/1972,0-5,8,53.2,113.5
LUTZ *,8/18/1972,0-5,9,51.2,104.8
LUTZ *,8/18/1972,0-5,10,43,75.5
LUTZ *,8/18/1972,30-40,1,42.7,74.4
LUTZ *,8/18/1972,30-40,2,40.6,68.4
LUTZ *,8/18/1972,30-40,3,41.8,71.8
LUTZ *,8/18/1972,30-40,4,35.7,55.6
LUTZ *,8/18/1972,30-40,5,35.9,56
LUTZ *,8/18/1972,30-40,6,40.8,68.8
LUTZ *,8/18/1972,30-40,7,35,53.8
LUTZ *,8/18/1972,30-40,8,33.3,50
LUTZ *,8/18/1972,30-40,9,34.2,51.9
LUTZ *,8/18/1972,30-40,10,37.2,59.1
LUTZ *,9/1/1972,0-10,1,45.6,83.7
LUTZ *,9/1/1972,0-10,2,47.3,89.6
LUTZ *,9/1/1972,0-10,3,45,81.9
LUTZ *,9/1/1972,0-10,4,38.9,63.7
LUTZ *,9/1/1972,0-10,5,44.1,78.9
LUTZ *,9/1/1972,0-10,6,41,69.5
LUTZ *,9/1/1972,0-10,7,35.9,55.9
LUTZ *,9/1/1972,0-10,8,40.2,67.3
LUTZ *,9/1/1972,0-10,9,40.7,68.8
LUTZ *,9/1/1972,0-10,10,38.1,61.5
LUTZ *,9/1/1972,0-5,1,54.4,119.1
LUTZ *,9/1/1972,0-5,2,54.3,118.7
LUTZ *,9/1/1972,0-5,3,51.5,106.2
LUTZ *,9/1/1972,0-5,4,43.1,75.7
LUTZ *,9/1/1972,0-5,5,53.1,113.1
LUTZ *,9/1/1972,0-5,6,46.8,87.9
LUTZ *,9/1/1972,0-5,7,52.6,110.9
LUTZ *,9/1/1972,0-5,8,41.6,71.1
LUTZ *,9/1/1972,0-5,9,56.9,132.1
LUTZ *,9/1/1972,0-5,10,52,108.5
LUTZ *,9/1/1972,30-40,1,44.3,79.4
LUTZ *,9/1/1972,30-40,2,48.4,93.6
LUTZ *,9/1/1972,30-40,3,45.4,83
LUTZ *,9/1/1972,30-40,4,38.5,62.6
LUTZ *,9/1/1972,30-40,5,40.6,68.5
LUTZ *,9/1/1972,30-40,6,40.4,67.7
LUTZ *,9/1/1972,30-40,7,58.3,140
LUTZ *,9/1/1972,30-40,8,29.9,42.7
LUTZ *,9/1/1972,30-40,9,39,64
LUTZ *,9/1/1972,30-40,10,34.9,53.6
LUTZ *,9/20/1972,0-10,1,37.2,59.3
LUTZ *,9/20/1972,0-10,2,41.7,71.4
LUTZ *,9/20/1972,0-10,3,44.6,80.4
LUTZ *,9/20/1972,0-10,4,49.7,98.8
LUTZ *,9/20/1972,0-10,5,36.9,58.5
LUTZ *,9/20/1972,0-10,6,44.2,79.1
LUTZ *,9/20/1972,0-10,7,39.2,64.5
LUTZ *,9/20/1972,0-10,8,40.1,66.9
LUTZ *,9/20/1972,0-10,9,39.1,64.2
LUTZ *,9/20/1972,0-10,10,37.1,59.1
LUTZ *,9/20/1972,0-5,1,48.6,94.5
LUTZ *,9/20/1972,0-5,2,50.3,101.3
LUTZ *,9/20/1972,0-5,3,49.6,98.6
LUTZ *,9/20/1972,0-5,4,52.8,112.1
LUTZ *,9/20/1972,0-5,5,58.6,141.5
LUTZ *,9/20/1972,0-5,6,59.6,147.5
LUTZ *,9/20/1972,0-5,7,55,122
LUTZ *,9/20/1972,0-5,8,49.2,96.7
LUTZ *,9/20/1972,0-5,9,46.2,85.8
LUTZ *,9/20/1972,0-5,10,54.5,120
LUTZ *,9/20/1972,30-40,1,32.3,47.7
LUTZ *,9/20/1972,30-40,2,45.1,82.2
LUTZ *,9/20/1972,30-40,3,30.9,44.7
LUTZ *,9/20/1972,30-40,4,49.3,97.1
LUTZ *,9/20/1972,30-40,5,34.5,52.6
LUTZ *,9/20/1972,30-40,6,39.1,64.3
LUTZ *,9/20/1972,30-40,7,37.1,59
LUTZ *,9/20/1972,30-40,8,39.6,65.7
LUTZ *,9/20/1972,30-40,9,39.1,64.3
LUTZ *,9/20/1972,30-40,10,35.6,55.3
LUTZ *,10/11/1972,0-10,1,40.7,68.5
LUTZ *,10/11/1972,0-10,2,46.1,85.5
LUTZ *,10/11/1972,0-10,3,43.3,76.4
LUTZ *,10/11/1972,0-10,4,47.3,89.7
LUTZ *,10/11/1972,0-10,5,33.3,50
LUTZ *,10/11/1972,0-10,6,43.7,77.6
LUTZ *,10/11/1972,0-10,7,40.4,67.8
LUTZ *,10/11/1972,0-10,8,37.7,60.4
LUTZ *,10/11/1972,0-10,9,35.3,54.5
LUTZ *,10/11/1972,0-10,10,35.2,54.4
LUTZ *,10/11/1972,0-5,1,60.2,151.4
LUTZ *,10/11/1972,0-5,2,51.6,106.5
LUTZ *,10/11/1972,0-5,3,51.2,105.1
LUTZ *,10/11/1972,0-5,4,52.4,110.1
LUTZ *,10/11/1972,0-5,5,47.5,90.6
LUTZ *,10/11/1972,0-5,6,57.5,135.5
LUTZ *,10/11/1972,0-5,7,52.4,110.3
LUTZ *,10/11/1972,0-5,8,53.5,115
LUTZ *,10/11/1972,0-5,9,56.8,131.5
LUTZ *,10/11/1972,0-5,10,49,96
LUTZ *,10/11/1972,30-40,1,28.9,40.6
LUTZ *,10/11/1972,30-40,2,40.5,68
LUTZ *,10/11/1972,30-40,3,45.2,82.4
LUTZ *,10/11/1972,30-40,4,45.8,84.5
LUTZ *,10/11/1972,30-40,5,32.6,48.5
LUTZ *,10/11/1972,30-40,6,38.7,63.2
LUTZ *,10/11/1972,30-40,7,38.7,63
LUTZ *,10/11/1972,30-40,8,35.4,54.9
LUTZ *,10/11/1972,30-40,9,38.8,63.5
LUTZ *,10/11/1972,30-40,10,36,56.3
LUTZ *,10/26/1972,0-10,1,37,58.8
LUTZ *,10/26/1972,0-10,2,45.6,83.9
LUTZ *,10/26/1972,0-10,3,47.2,89.3
LUTZ *,10/26/1972,0-10,4,48,92.1
LUTZ *,10/26/1972,0-10,5,34.4,52.4
LUTZ *,10/26/1972,0-10,6,41.5,71
LUTZ *,10/26/1972,0-10,7,39.5,65.4
LUTZ *,10/26/1972,0-10,8,38.9,63.7
LUTZ *,10/26/1972,0-10,9,39.6,65.7
LUTZ *,10/26/1972,0-10,10,36.5,57.5
LUTZ *,10/26/1972,0-5,1,43.4,76.6
LUTZ *,10/26/1972,0-5,2,54.4,119.3
LUTZ *,10/26/1972,0-5,3,53.4,114.7
LUTZ *,10/26/1972,0-5,4,50.3,101.3
LUTZ *,10/26/1972,0-5,5,50.7,102.7
LUTZ *,10/26/1972,0-5,6,51.7,106.8
LUTZ *,10/26/1972,0-5,7,57.7,136.2
LUTZ *,10/26/1972,0-5,8,50.3,101.4
LUTZ *,10/26/1972,0-5,9,45.8,84.4
LUTZ *,10/26/1972,0-5,10,53.9,116.9
LUTZ *,10/26/1972,30-40,1,30.6,44.1
LUTZ *,10/26/1972,30-40,2,44.6,80.6
LUTZ *,10/26/1972,30-40,3,39.2,64.4
LUTZ *,10/26/1972,30-40,4,44.4,79.8
LUTZ *,10/26/1972,30-40,5,34.6,52.9
LUTZ *,10/26/1972,30-40,6,23.5,30.7
LUTZ *,10/26/1972,30-40,7,40,66.7
LUTZ *,10/26/1972,30-40,8,38,61.4
LUTZ *,10/26/1972,30-40,9,38.5,62.6
LUTZ *,10/26/1972,30-40,10,37.3,59.5
LUTZ *,11/8/1972,0-10,1,37.6,60.2
LUTZ *,11/8/1972,0-10,2,45.8,84.3
LUTZ *,11/8/1972,0-10,3,43.5,77.1
LUTZ *,11/8/1972,0-10,4,45.6,83.8
LUTZ *,11/8/1972,0-10,5,31.8,46.5
LUTZ *,11/8/1972,0-10,6,42,72.4
LUTZ *,11/8/1972,0-10,7,40.4,67.8
LUTZ *,11/8/1972,0-10,8,38.7,63
LUTZ *,11/8/1972,0-10,9,52.2,109.2
LUTZ *,11/8/1972,0-10,10,33.7,50.8
LUTZ *,11/8/1972,0-5,1,51.3,105.4
LUTZ *,11/8/1972,0-5,2,53.8,116.7
LUTZ *,11/8/1972,0-5,3,54.1,117.9
LUTZ *,11/8/1972,0-5,4,49.6,98.5
LUTZ *,11/8/1972,0-5,5,40.5,68
LUTZ *,11/8/1972,0-5,6,20,25
LUTZ *,11/8/1972,0-5,7,25.8,34.7
LUTZ *,11/8/1972,0-5,8,51.2,104.8
LUTZ *,11/8/1972,0-5,9,48.1,92.8
LUTZ *,11/8/1972,0-5,10,48.6,94.7
LUTZ *,11/8/1972,30-40,1,38,61.2
LUTZ *,11/8/1972,30-40,2,39.4,64.9
LUTZ *,11/8/1972,30-40,3,47.1,89.1
LUTZ *,11/8/1972,30-40,4,47.8,91.5
LUTZ *,11/8/1972,30-40,5,28.7,40.2
LUTZ *,11/8/1972,30-40,6,59.2,144.9
LUTZ *,11/8/1972,30-40,7,38.6,62.9
LUTZ *,11/8/1972,30-40,8,35.9,56.1
LUTZ *,11/8/1972,30-40,9,40.2,67.2
LUTZ *,11/8/1972,30-40,10,37.2,59.2
LUTZ *,11/22/1972,0-10,1,35.8,55.8
LUTZ *,11/22/1972,0-10,2,43.8,77.9
LUTZ *,11/22/1972,0-10,3,43.8,78.1
LUTZ *,11/22/1972,0-10,4,43.4,76.7
LUTZ *,11/22/1972,0-10,5,34.5,52.6
LUTZ *,11/22/1972,0-10,6,37,58.8
LUTZ *,11/22/1972,0-10,7,38.1,61.5
LUTZ *,11/22/1972,0-10,8,36.4,57.1
LUTZ *,11/22/1972,0-10,9,35.9,56
LUTZ *,11/22/1972,0-10,10,34.5,52.7
LUTZ *,11/22/1972,0-5,1,50.9,103.6
LUTZ *,11/22/1972,0-5,2,44.3,79.4
LUTZ *,11/22/1972,0-5,3,50.5,102.2
LUTZ *,11/22/1972,0-5,4,53.2,113.5
LUTZ *,11/22/1972,0-5,5,56.6,130.4
LUTZ *,11/22/1972,0-5,6,48.3,93.5
LUTZ *,11/22/1972,0-5,7,54.7,120.6
LUTZ *,11/22/1972,0-5,8,41.7,71.4
LUTZ *,11/22/1972,0-5,9,44.4,80
LUTZ *,11/22/1972,0-5,10,48.5,94.2
LUTZ *,11/22/1972,30-40,1,29,40.9
LUTZ *,11/22/1972,30-40,2,47.8,91.5
LUTZ *,11/22/1972,30-40,3,47.6,90.9
LUTZ *,11/22/1972,30-40,4,39.3,64.7
LUTZ *,11/22/1972,30-40,5,32.5,48.2
LUTZ *,11/22/1972,30-40,6,57.1,133
LUTZ *,11/22/1972,30-40,7,36.5,57.6
LUTZ *,11/22/1972,30-40,8,35.2,54.3
LUTZ *,11/22/1972,30-40,9,39.7,65.8
LUTZ *,11/22/1972,30-40,10,35.5,55
LUTZ *,12/6/1972,0-10,1,69.7,229.6
LUTZ *,12/6/1972,0-10,2,45.9,84.8
LUTZ *,12/6/1972,0-10,3,42.2,73
LUTZ *,12/6/1972,0-10,4,28.2,39.3
LUTZ *,12/6/1972,0-10,5,34.4,52.5
LUTZ *,12/6/1972,0-10,6,38.9,63.7
LUTZ *,12/6/1972,0-10,7,37.7,60.5
LUTZ *,12/6/1972,0-10,8,36.8,58.2
LUTZ *,12/6/1972,0-10,9,34.9,53.5
LUTZ *,12/6/1972,0-10,10,30.9,44.7
LUTZ *,12/6/1972,0-5,1,36.4,57.1
LUTZ *,12/6/1972,0-5,2,46.2,85.7
LUTZ *,12/6/1972,0-5,3,43.6,77.3
LUTZ *,12/6/1972,0-5,4,50.4,101.5
LUTZ *,12/6/1972,0-5,5,39.3,64.9
LUTZ *,12/6/1972,0-5,6,51.7,107.2
LUTZ *,12/6/1972,0-5,7,50,100
LUTZ *,12/6/1972,0-5,8,50,100
LUTZ *,12/6/1972,0-5,9,43.2,76.1
LUTZ *,12/6/1972,0-5,10,39,64
LUTZ *,12/6/1972,30-40,1,31.4,45.8
LUTZ *,12/6/1972,30-40,2,46.6,87.3
LUTZ *,12/6/1972,30-40,3,46.3,86.1
LUTZ *,12/6/1972,30-40,4,31.2,45.4
LUTZ *,12/6/1972,30-40,5,31.1,45.2
